Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
2015-02-28,Perth,18.3,30.8,0,7.8,12,SSW,31,SE,SE,11,13,57,26,1016.4,1012.7,1,1,22.6,29.9,No,0,No
2015-03-01,Perth,17.3,31.2,0,10,8.5,ESE,43,E,SSW,9,19,51,40,1010.8,1007.3,2,5,23.9,28.3,No,0,No
2015-03-02,Perth,19.6,28.6,0,8.4,8.9,SE,39,SE,SE,17,15,57,40,1014.6,1013.7,7,5,22.6,27.1,No,0,No
2015-03-03,Perth,17.5,30.6,0,8,11.4,SSW,35,E,SSW,17,17,60,44,1020.3,1016.7,1,4,22.4,29.3,No,0,No
2015-03-04,Perth,17.6,32.7,0,8,11.6,E,33,ESE,E,13,11,61,28,1022.2,1018.4,0,2,22.4,31.9,No,0,No
2015-03-05,Perth,18,33.3,0,9.6,11.9,NE,37,E,E,11,11,53,26,1023.7,1019.1,0,0,23.4,32.6,No,0,No
2015-03-06,Perth,18.6,32.6,0,9,11.8,SSW,37,E,SSW,11,15,52,38,1020.8,1016.7,0,1,24.5,29.8,No,0,No
2015-03-07,Perth,18.3,33,0,9.4,11.7,SSW,33,E,S,13,17,53,34,1018.6,1014.4,0,1,22.9,30.8,No,0,No
2015-03-08,Perth,19.5,31.1,0,10.8,11.7,SSW,37,E,WSW,11,17,44,38,1018.2,1015.6,0,1,24.5,29.5,No,0,No
2015-03-09,Perth,17.4,32.6,0,8.8,11.7,SSW,33,E,WSW,11,19,57,36,1017.2,1014.5,0,1,23.9,30.5,No,0,No
2015-03-10,Perth,15.6,31.7,0,9.4,11.7,SW,28,SSE,SSW,9,15,56,36,1015.5,1013.3,0,1,22.9,30,No,0,No
2015-03-11,Perth,16.6,34.5,0,9.4,11.6,E,31,ESE,SW,13,17,56,34,1016.4,1012.9,0,1,23.5,32.9,No,0,No
2015-03-12,Perth,19.8,37.9,0,10.4,11.4,ENE,24,ENE,SSW,9,13,43,28,1013.6,1010.5,0,1,27.3,35.4,No,0,No
2015-03-13,Perth,18.7,34.8,0,9.6,0.1,NE,24,NE,NW,13,4,27,32,1010.1,1010.2,7,8,30.8,31.3,No,4.8,Yes
2015-03-14,Perth,20.7,32.6,4.8,4.4,1.4,NE,37,ESE,SE,13,13,56,72,1005.8,1002.2,7,8,26.3,26.8,Yes,2.4,Yes
2015-03-15,Perth,21.3,26.5,2.4,3.4,9.8,WNW,35,WNW,W,17,17,79,61,1010.9,1011,6,4,23.7,24.8,Yes,0.2,No
2015-03-16,Perth,18.8,26.7,0.2,5.4,9.8,WSW,33,W,W,11,15,69,54,1012.7,1011.7,5,4,24,26.5,No,0,No
2015-03-17,Perth,18.5,26.9,0,5,10,NW,35,NW,WNW,13,13,70,63,1010.1,1008,4,5,22.7,25.4,No,4.6,Yes
2015-03-18,Perth,19.5,23.8,4.6,5,5.6,SW,44,NNW,SW,7,20,93,51,1007.2,1009.5,7,5,21.1,22.6,Yes,0.8,No
2015-03-19,Perth,15.6,25.3,0.8,4.8,3.5,SSW,30,S,SW,7,13,72,51,1016.8,1016.4,7,6,19.9,23.9,No,0,No
2015-03-20,Perth,14.6,31,0,4.6,11.3,SSW,33,E,NE,9,7,56,31,1020.4,1014.8,0,1,20.6,30.4,No,0,No
2015-03-21,Perth,16.6,24.5,0,7,7.2,SW,46,NNW,SW,6,19,74,61,1012.9,1015.4,1,7,21.7,24,No,0,No
2015-03-22,Perth,15,24.6,0,5.2,9.6,ESE,39,S,SSE,17,17,60,35,1025.8,1024.3,4,2,19.1,23.1,No,0,No
2015-03-23,Perth,12.3,24.6,0,6.8,11.2,SE,35,SE,ESE,15,13,47,28,1030.1,1023.9,0,0,16.6,23.7,No,0,No
2015-03-24,Perth,13.1,25.8,0,7.6,11.1,SW,39,E,SW,9,20,49,38,1023.4,1020,0,0,18.1,24.4,No,0,No
2015-03-25,Perth,14.9,29.2,0,8,10,ESE,35,E,SE,15,11,51,23,1025.2,1021.6,7,1,19.3,28,No,0,No
2015-03-26,Perth,15.6,30.4,0,8,7.4,ESE,35,ENE,ENE,19,15,47,26,1023.7,1019,1,6,21.4,29.2,No,2.8,Yes
2015-03-27,Perth,15,26.9,2.8,5.6,10.7,SSW,33,ESE,SW,7,15,69,48,1020.4,1017.4,1,2,21,26.1,Yes,0,No
2015-03-28,Perth,12.4,26.5,0,6.2,10.8,SW,31,S,WSW,9,17,75,51,1021.3,1018.5,0,1,20.3,24.4,No,0,No
2015-03-29,Perth,12.8,31.1,0,5.8,11,SSW,28,E,SW,7,13,59,31,1020.4,1016.5,0,0,22.1,30,No,0,No
2015-03-30,Perth,14.3,27.8,0,6.4,4.4,SW,22,ENE,WSW,7,11,48,63,1016.2,1015.3,5,8,23.5,23.8,No,0,No
2015-03-31,Perth,17.3,25.3,0,2.6,7.5,SW,35,S,SW,11,20,69,60,1018,1016.8,7,1,20.7,23,No,0,No
2015-04-01,Perth,14.3,27.7,0,5,9.9,NE,28,SE,ENE,9,11,62,38,1023.8,1020.1,1,5,19.2,26.6,No,0,No
2015-04-02,Perth,14.7,27.7,0,7.6,10.7,E,28,NE,SE,20,7,59,38,1021.9,1016.9,1,2,18.8,25.6,No,0,No
2015-04-03,Perth,12.9,29.2,0,6.2,10.8,SSW,31,E,SW,4,19,56,40,1018.3,1014.9,1,2,22.1,27,No,0,No
2015-04-04,Perth,14,28.7,0,4.4,2.5,SW,22,ENE,SSW,7,9,51,40,1018,1015.7,7,7,21.5,28.2,No,0,No
2015-04-05,Perth,17.3,30.4,0,6,10.2,ESE,35,E,ESE,13,13,59,32,1020.9,1017.8,1,7,21.4,29.4,No,0,No
2015-04-06,Perth,16.8,24.9,0,8.2,0.6,E,41,E,ENE,15,17,63,42,1021.3,1017.3,8,8,18.6,24.8,No,9,Yes
2015-04-07,Perth,14.5,20.7,9,5,0,NE,39,ENE,NE,15,22,89,66,1018.9,1016.4,8,8,16.9,20.2,Yes,12.4,Yes
2015-04-08,Perth,16.3,24.7,12.4,1.2,0,NE,26,NE,W,13,9,94,77,1015.2,1013.6,8,8,17.6,24,Yes,3.2,Yes
2015-04-09,Perth,17.6,24.5,3.2,1,0,NE,24,E,NE,7,11,97,91,1015.4,1012.3,8,8,19.2,21.2,Yes,12.4,Yes
2015-04-10,Perth,19.1,24.1,12.4,2,4.8,NW,46,NW,WSW,9,13,90,75,1009.4,1010.7,7,7,22.5,22.3,Yes,0.6,No
2015-04-11,Perth,16.9,23.5,0.6,3.6,8.4,WSW,43,W,WSW,15,22,66,63,1013.8,1012.5,3,4,21.6,22.3,No,14.8,Yes
2015-04-12,Perth,16.6,22.2,14.8,4,7.4,WSW,39,SSW,SW,9,17,88,61,1015.4,1014.1,7,4,18.4,20.9,Yes,1,No
2015-04-13,Perth,12.1,23.4,1,2.8,10.2,WSW,26,SSW,SW,6,11,78,59,1016.6,1013.5,1,4,18.2,22.7,No,0,No
2015-04-14,Perth,13.6,23.3,0,4,3.3,SE,28,NNE,WSW,7,11,82,55,1017,1015.7,7,7,17,21.6,No,0.2,No
2015-04-15,Perth,12.5,22.8,0.2,4,10.4,SE,28,E,SE,11,11,57,40,1026.4,1024.1,1,1,17.5,22.1,No,0,No
2015-04-16,Perth,12.3,23.2,0,4,10.3,SE,30,ENE,SE,11,15,62,33,1031.7,1026.9,1,0,16.1,22.3,No,0,No
2015-04-17,Perth,9.3,24.2,0,5.2,10.6,SSW,26,ESE,SW,6,13,57,49,1026.1,1021.4,0,1,17.2,22.7,No,0,No
2015-04-18,Perth,9.3,27.1,0,5,10.6,ESE,28,E,ENE,11,7,61,31,1024.6,1021.4,1,0,18.3,26.4,No,0,No
2015-04-19,Perth,14.3,28.2,0,5,10.3,NE,35,ENE,NE,19,15,52,29,1026.8,1023.3,0,0,20.1,27.8,No,0,No
2015-04-20,Perth,12.4,28.1,0,5.4,10.5,NE,26,NE,E,15,9,56,31,1026,1021.7,0,0,20,27.3,No,0,No
2015-04-21,Perth,9.7,28.2,0,5.6,10.6,SW,24,E,SSW,7,9,42,28,1022.5,1018.8,0,0,19.7,27.6,No,0,No
2015-04-22,Perth,8.9,27.1,0,6.2,10.5,WSW,24,SSE,WSW,4,13,46,44,1021.2,1018.5,0,1,19.3,25.5,No,0,No
2015-04-23,Perth,10.3,26,0,3,10.4,SE,35,ESE,SE,9,15,59,39,1023.4,1021.8,0,1,19.1,25,No,0,No
2015-04-24,Perth,11.3,21.6,0,5.2,8.2,E,35,E,E,13,13,54,35,1029,1025,5,6,15,20.5,No,0,No
2015-04-25,Perth,11.9,23.2,0,5.4,10.2,E,33,ENE,ENE,11,13,55,31,1027.1,1022.7,5,3,16,22.1,No,0,No
2015-04-26,Perth,11.3,24.9,0,5.6,10.2,NE,30,E,E,9,11,50,29,1026.1,1022.4,0,0,17,24.6,No,0,No
2015-04-27,Perth,10,25.7,0,5.6,10.1,ENE,37,NE,ENE,13,13,45,27,1025.7,1022.1,0,0,18.2,25.2,No,0,No
2015-04-28,Perth,14.8,25.4,0,6,4.8,NE,35,NE,N,20,9,41,31,1022.6,1020.4,3,7,19.5,24.6,No,0,No
2015-04-29,Perth,13.6,24.9,0,3.6,1.3,NNE,20,NE,N,11,9,39,44,1019.8,1016.6,7,7,20.3,23.4,No,0.4,No
2015-04-30,Perth,16.6,26.6,0.4,2,3.8,NW,31,NE,NW,9,15,55,74,1013.7,1012.9,7,7,20.5,24.3,No,0,No
2015-05-01,Perth,14.2,22.3,0,4,9.6,SSW,37,SE,S,11,13,56,37,1020.6,1016.7,2,1,17.3,21.9,No,0,No
2015-05-02,Perth,11.2,21.8,0,4,8,SSW,24,ESE,SW,7,9,58,45,1017.5,1013.9,2,4,15.8,20.8,No,0,No
2015-05-03,Perth,8.9,23,0,4,9,WSW,54,NNE,WNW,2,17,59,51,1014,1011.7,3,4,17,21.6,No,5,Yes
2015-05-04,Perth,8.9,17.2,5,4.6,7.9,SW,59,SSE,SSW,15,17,82,55,1023,1023.8,7,4,11,16.1,Yes,0,No
2015-05-05,Perth,4.4,20.1,0,2.8,9.8,SSE,30,NA,S,0,11,70,49,1029.5,1026.1,1,2,13.1,18.6,No,0,No
2015-05-06,Perth,5.1,21.4,0,2.6,9.8,SW,22,E,SSE,7,7,74,44,1030.3,1026.9,1,2,14,20.9,No,0,No
2015-05-07,Perth,6.8,23.1,0,4,9.8,SSW,24,ENE,SSE,7,4,69,33,1030.9,1027.2,0,1,14.9,22.9,No,0,No
2015-05-08,Perth,6.6,22.6,0,2.4,9.7,SSW,24,S,SW,2,11,66,41,1028.2,1025.2,0,1,14.8,21.9,No,0,No
2015-05-09,Perth,7.9,23.4,0,2,7.7,SW,26,NA,SW,0,15,78,53,1028.7,1026.2,1,3,15.7,21.7,No,0,No
2015-05-10,Perth,7.8,23.8,0,2.6,9.5,ESE,24,E,SE,6,9,69,43,1029.4,1026.1,0,0,16.7,23.4,No,0,No
2015-05-11,Perth,9.3,25,0,3.2,8.2,E,26,E,ENE,9,4,73,41,1028.3,1025.3,1,2,17.4,24.6,No,0,No
2015-05-12,Perth,13,23.7,0,4.2,9.4,E,35,E,E,11,11,68,43,1029.6,1026.2,1,1,16.1,23.1,No,0,No
2015-05-13,Perth,12.4,23.5,0,4.8,9.4,NE,39,NE,ENE,17,15,59,37,1029.8,1025.5,1,0,16.7,23.1,No,0,No
2015-05-14,Perth,13.9,26.1,0,5.8,9.5,NNE,35,NE,ENE,17,7,50,27,1027,1024,1,1,17.7,25.6,No,0,No
2015-05-15,Perth,12,25.9,0,3.4,4.7,NNE,43,NNE,NNE,19,15,25,18,1023.9,1018.8,7,8,19.6,25.8,No,4,Yes
2015-05-16,Perth,12.6,15.8,4,7.4,1.6,NE,63,NA,N,0,22,90,74,1015.2,1010.6,8,4,13.3,14.4,Yes,32,Yes
2015-05-17,Perth,11.9,19,32,3.4,1.5,NW,52,N,NW,15,20,84,88,1005.9,1002.8,7,8,15.3,16.4,Yes,42.8,Yes
2015-05-18,Perth,14,19.6,42.8,0.6,5.7,SW,28,SSW,SW,4,13,92,64,1015.2,1016.2,6,3,16.6,19.3,Yes,0,No
2015-05-19,Perth,7.5,17.5,0,2.6,4.2,SE,30,SSE,E,15,15,76,69,1025.2,1024.6,4,6,12,15.4,No,0,No
2015-05-20,Perth,8.6,17.2,0,1.2,9.3,ENE,35,ESE,ENE,9,13,72,47,1030.2,1027.4,1,1,11.5,16.7,No,0,No
2015-05-21,Perth,9.6,19.2,0,3.4,7.2,ENE,30,ENE,ENE,9,13,60,42,1027.4,1023.2,5,6,11.6,18.7,No,0,No
2015-05-22,Perth,8.6,22.4,0,3.4,9.2,NE,22,ENE,ENE,6,2,63,43,1020.3,1016.7,6,6,15.3,21.4,No,0,No
2015-05-23,Perth,6.6,22.2,0,3,6.3,SW,28,E,SW,6,11,78,66,1019.2,1018,1,7,13.1,20.4,No,0,No
2015-05-24,Perth,8.2,20.4,0,1.8,4.8,SSE,15,SSE,SSW,6,9,87,57,1022.6,1020.2,5,4,14.3,19.7,No,0,No
2015-05-25,Perth,9.8,22.1,0,1,8.5,SW,28,SSW,SW,6,9,63,44,1022.3,1020.5,1,1,16,21.1,No,0,No
2015-05-26,Perth,8.6,20.2,0,2,6.3,SSW,22,WSW,SSE,9,9,79,61,1023.8,1022.4,1,5,14.2,19.2,No,0,No
2015-05-27,Perth,7.4,18.7,0,2.2,7.8,SSE,31,SW,SSE,4,17,82,48,1024.1,1021,3,1,12.9,17.6,No,0,No
2015-05-28,Perth,3.7,18.9,0,3.6,5.4,E,24,NA,E,0,9,85,46,1024.5,1022.5,7,4,10,18.5,No,0,No
2015-05-29,Perth,4.6,20.5,0,1.4,8.9,ESE,28,E,SSE,9,7,73,46,1026.6,1023,1,1,12.4,20.2,No,0,No
2015-05-30,Perth,7.8,22.7,0,2.4,9.2,NNE,17,E,SSE,7,9,63,40,1026.8,1023.6,1,1,13.3,21.3,No,0,No
2015-05-31,Perth,5.2,22.4,0,2.6,9.3,W,17,NA,W,0,7,74,37,1024,1020.5,2,5,12.3,21.3,No,0,No
2015-06-01,Perth,6.4,20.9,0,2.6,4.3,NNE,35,ENE,NNE,7,17,63,31,1019,1013,7,8,12.6,20.4,No,5.2,Yes
2015-06-02,Perth,12.1,20.9,5.2,2.8,5.7,WNW,50,WNW,NW,9,19,68,71,1012.8,1013.2,1,3,17.4,18.7,Yes,2,Yes
2015-06-03,Perth,15.8,22.7,2,2.6,5.9,WNW,41,WNW,W,13,15,67,90,1018.3,1019.6,2,7,20.5,18,Yes,3.2,Yes
2015-06-04,Perth,12.6,22.9,3.2,1,7.2,N,22,NNE,W,7,9,96,62,1024,1022.1,4,3,15.6,22.3,Yes,0,No
2015-06-05,Perth,9.2,23.4,0,0.8,8.7,W,15,NA,SW,0,6,95,52,1021.1,1019.3,1,4,14.9,22.7,No,0.2,No
2015-06-06,Perth,12.2,20.8,0.2,2.4,4.7,WSW,22,W,WSW,6,13,98,61,1022.7,1021.7,6,3,14.3,20,No,0.6,No
2015-06-07,Perth,9,21.7,0.6,2,6.5,WSW,19,SW,SW,7,11,84,55,1026,1024.6,6,7,13,21.1,No,0,No
2015-06-08,Perth,7,20.8,0,0.8,7,SSE,24,NE,S,9,7,86,52,1027.5,1025.5,1,3,13.4,20.1,No,0,No
2015-06-09,Perth,9.7,22.9,0,3,8.9,ENE,30,ENE,E,15,11,68,47,1027.5,1024.3,1,3,14.6,22.6,No,0,No
2015-06-10,Perth,12.9,23.8,0,3.2,9.2,ENE,31,ENE,ENE,9,9,64,44,1024.9,1020.6,0,0,16.3,23.3,No,0,No
2015-06-11,Perth,11,25.1,0,4,6.3,NE,28,NE,NNW,15,6,54,38,1019.8,1016.9,1,7,17.2,23.1,No,0.4,No
2015-06-12,Perth,13.3,20.8,0.4,1.6,5.6,SW,28,NA,SW,0,13,92,66,1019.6,1017.5,4,3,14.6,19.7,No,0,No
2015-06-13,Perth,8.3,17.8,0,2.8,6.3,S,24,SE,SSE,7,13,80,58,1022.6,1019.9,4,8,13.2,17.2,No,0,No
2015-06-14,Perth,5.3,18.8,0,2,7.7,SSE,31,SSE,ESE,9,11,72,42,1023.5,1020.6,1,6,12.1,18.2,No,0,No
2015-06-15,Perth,5.1,19.4,0,1.6,8.4,E,26,E,E,9,7,73,44,1022.7,1019.2,2,3,12.8,18.6,No,0,No
2015-06-16,Perth,9.5,21.8,0,3.8,5.8,NE,33,NE,ENE,11,15,54,38,1020.8,1016.2,4,7,15.7,21.3,No,0,No
2015-06-17,Perth,14.5,19.4,0,3.6,1.2,ENE,43,NE,ENE,15,17,69,54,1015.4,1011.9,7,3,14.6,18.9,No,3.2,Yes
2015-06-18,Perth,13.2,21.3,3.2,2.6,2.4,NE,35,NE,ENE,15,9,78,69,1010.8,1009.3,7,7,15,20.8,Yes,23.4,Yes
2015-06-19,Perth,14.9,23.3,23.4,1.2,4.6,NNW,28,NNE,NW,7,9,99,65,1013.6,1011.7,7,4,17.1,22.8,Yes,15.8,Yes
2015-06-20,Perth,15.8,22.4,15.8,2.4,6.8,WNW,35,N,NW,6,17,98,70,1012.4,1010.9,5,8,17.9,20.9,Yes,33,Yes
2015-06-21,Perth,14.2,19.4,33,2.8,2.9,WSW,61,W,SW,11,24,87,70,1006.8,1008.1,7,7,15.3,14.2,Yes,13.4,Yes
2015-06-22,Perth,10,15.8,13.4,1.8,7.2,SW,43,S,SSE,13,17,82,50,1021.7,1022.4,6,1,11.5,15.3,Yes,0,No
2015-06-23,Perth,2.3,16.8,0,3.6,9.1,NE,17,ENE,NE,7,2,89,47,1029.6,1027.3,0,1,8.8,16.6,No,0,No
2015-06-24,Perth,4.2,19.7,0,0.8,9,N,24,NE,NNE,7,9,81,48,1030.5,1027.8,0,1,11.3,19.1,No,0,No
2015-06-25,Perth,4.5,20.7,0,2.4,9.2,NNE,22,NNE,NW,6,9,81,43,1027.6,1024.2,0,1,11,20,No,0,No
2015-06-26,Perth,6.8,20.7,0,1.8,5,E,19,WNW,ESE,2,7,77,50,1028.7,1026.8,7,7,12,19.8,No,0,No
2015-06-27,Perth,7.6,19.1,0,2.8,9,ENE,30,E,E,11,9,78,51,1031.4,1028.3,1,1,12.8,18.9,No,0,No
2015-06-28,Perth,8.5,20.3,0,2.8,9.1,NE,30,ENE,ENE,13,11,71,44,1029.5,1026.6,0,1,12.8,19.8,No,0,No
2015-06-29,Perth,6.8,24.4,0,2,9.1,NE,28,ENE,N,11,6,57,29,1025.7,1022.6,2,1,13.6,23.9,No,0,No
2015-06-30,Perth,6.4,23.2,0,3.2,5.8,NE,24,ENE,WNW,9,9,59,42,1023.6,1021.8,7,6,12.7,21.7,No,0,No
2015-07-01,Perth,10.6,19.5,0,2.2,1.4,NNW,17,NA,NNE,0,4,81,58,1024,1023.3,3,8,13.7,18.7,No,1.6,Yes
2015-07-02,Perth,13,21,1.6,0.6,1,N,24,ENE,N,7,11,72,53,1022.9,1020.8,7,7,14.9,20.1,Yes,3.8,Yes
2015-07-03,Perth,11.6,21.7,3.8,1.2,5.8,WSW,22,WNW,W,4,11,99,67,1022.9,1021.6,5,3,14.4,20.9,Yes,0,No
2015-07-04,Perth,10.9,21,0,1.2,5,W,31,NNE,WSW,7,9,99,72,1023,1021.1,3,7,13.6,18.5,No,1.8,Yes
2015-07-05,Perth,10.7,20.5,1.8,1.6,4.2,SW,26,NNE,WSW,9,6,99,94,1022,1020.7,2,6,13.3,16,Yes,2.6,Yes
2015-07-06,Perth,9.1,20,2.6,1.2,4,WNW,28,NNE,NNW,9,9,99,94,1022.6,1020.2,6,8,12.2,16.5,Yes,5.6,Yes
2015-07-07,Perth,11.2,18.7,5.6,0.4,2.3,S,35,NNE,WSW,6,11,98,89,1020.1,1017.8,7,7,14.2,17.5,Yes,9.2,Yes
2015-07-08,Perth,9.1,15,9.2,0.6,9.5,S,33,S,SSE,11,13,76,45,1026.5,1024.5,1,3,10.7,14.8,Yes,0,No
2015-07-09,Perth,0.8,15.6,0,3,9.2,ENE,17,SSE,WSW,6,2,82,48,1029.7,1025.7,1,2,7.3,14.7,No,1.2,Yes
2015-07-10,Perth,6.8,17.2,1.2,1.8,4.7,SE,20,NNE,SW,7,11,83,55,1027.3,1027.4,7,4,10.1,16.9,Yes,0.2,No
2015-07-11,Perth,2.6,16.7,0.2,1,9.1,E,22,ENE,SE,7,9,75,45,1034.7,1032,1,0,10.3,16.1,No,0,No
2015-07-12,Perth,2.8,17.1,0,2,9.2,NE,24,ENE,E,4,11,74,46,1033.1,1029.2,0,0,9.4,16.4,No,0,No
2015-07-13,Perth,5.4,17.7,0,1.6,7.7,ENE,24,ESE,ESE,7,11,74,50,1032.5,1028.8,7,7,8.9,16.5,No,0,No
2015-07-14,Perth,7.9,18.4,0,2.4,9.2,NE,31,ESE,ESE,9,11,73,50,1032.2,1028.9,1,1,11.6,17.8,No,0,No
2015-07-15,Perth,8.2,17.6,0,3,9.4,NE,35,E,NE,11,17,76,54,1030.7,1027.1,2,1,12.8,17.1,No,0,No
2015-07-16,Perth,9.4,19,0,2.2,9.3,NE,44,NE,NNE,24,15,55,41,1026.7,1023,0,3,12.3,18.7,No,0,No
2015-07-17,Perth,11.7,20.8,0,3.8,2,NNE,35,NE,NNE,17,7,46,41,1023.3,1021,5,8,14.4,20,No,0.8,No
2015-07-18,Perth,12.6,20.5,0.8,3.2,1.8,ENE,15,E,NNE,2,6,91,70,1024.2,1021.7,7,7,14.4,20.1,No,0.8,No
2015-07-19,Perth,13.1,19,0.8,0.4,0.1,NNW,31,NNE,NNE,11,13,51,45,1018.2,1013.7,7,7,14.7,18.5,No,33.2,Yes
2015-07-20,Perth,13.6,19.8,33.2,2.2,7.4,W,41,NW,W,7,15,94,68,1008.9,1006.4,5,3,15.8,18.2,Yes,8.6,Yes
2015-07-21,Perth,8.9,17.7,8.6,2.8,8.2,SW,31,ESE,SW,7,13,86,57,1016.3,1017.3,1,6,11.6,15,Yes,0.2,No
2015-07-22,Perth,7.3,18.3,0.2,2.2,4.1,WNW,30,NNE,NW,11,11,73,81,1018.8,1016.5,2,7,12.2,15.5,No,8.4,Yes
2015-07-23,Perth,10.3,16.5,8.4,0.4,5.8,S,48,SE,S,7,13,81,56,1021,1022,1,6,13.1,15.7,Yes,0,No
2015-07-24,Perth,2.2,18,0,3.2,8,SW,26,SSE,SW,7,15,84,51,1028.7,1026.2,1,3,8.5,17.2,No,0,No
2015-07-25,Perth,8.4,18.1,0,1.8,5.3,SSW,28,NE,SSE,7,17,86,62,1028.1,1027,5,4,11.3,16.9,No,0,No
2015-07-26,Perth,3.9,18.2,0,1.8,7.9,NE,20,ENE,E,9,7,87,56,1032.9,1029.8,1,5,11,17.2,No,0,No
2015-07-27,Perth,7.1,21,0,1.6,7.3,NNE,31,ENE,ENE,7,13,69,39,1029.8,1024.4,7,3,11.8,20.2,No,0.4,No
2015-07-28,Perth,11.7,15.2,0.4,2.6,1.3,NNE,39,NE,NE,17,15,85,80,1019.4,1014.7,8,7,11.9,15,No,5.2,Yes
2015-07-29,Perth,9.7,19.7,5.2,0.6,1.4,N,19,NNE,NW,7,7,94,79,1018.6,1018.2,7,7,15.1,19.6,Yes,0.4,No
2015-07-30,Perth,15.1,20,0.4,1.6,0,NNE,43,NE,N,2,11,99,77,1020.5,1017.1,8,7,16.7,19.3,No,18.4,Yes
2015-07-31,Perth,15.8,21.5,18.4,1.6,0,SSE,33,NNE,SW,7,13,98,60,1013.4,1010.7,7,5,16.8,20.6,Yes,0.2,No
2015-08-01,Perth,11.7,18.1,0.2,2,6.8,SE,39,SE,ESE,17,13,67,54,1023.3,1024.5,2,7,13.5,16.6,No,0,No
2015-08-02,Perth,6,17,0,2.2,7.1,NE,28,ESE,ESE,7,9,67,47,1034.3,1031.6,7,1,11.3,16.6,No,0,No
2015-08-03,Perth,4.3,18.3,0,2.6,8,NE,20,E,SE,4,9,72,47,1035.5,1032.3,1,7,12.3,17.5,No,0,No
2015-08-04,Perth,8.2,18.1,0,2.8,8.2,NE,26,E,E,11,9,70,46,1033.7,1030.4,7,5,12.1,17.7,No,0,No
2015-08-05,Perth,6.6,18.3,0,1.4,8.7,NE,33,E,ENE,7,13,73,50,1030.1,1025.7,6,3,13.2,17.6,No,0,No
2015-08-06,Perth,9.6,19.9,0,4,4,NE,30,ENE,NE,9,11,63,43,1021.4,1017.2,7,2,12.1,19.5,No,1,No
2015-08-07,Perth,12.1,18.3,1,1.4,2.7,NNE,19,NNE,NW,9,9,90,78,1015.3,1013.2,7,7,13.4,17.7,No,6.4,Yes
2015-08-08,Perth,8.4,15.2,6.4,2.2,2.8,SW,52,NA,WSW,0,24,95,49,1013.1,1013.7,7,7,12.8,14.6,Yes,12.6,Yes
2015-08-09,Perth,4.6,15.5,12.6,1.6,6.5,WSW,24,NNE,W,9,6,88,55,1024.3,1021.5,3,7,8,14.6,Yes,4,Yes
2015-08-10,Perth,8,18.8,4,1.8,5,WSW,48,NE,W,7,20,95,58,1020.7,1019.4,6,4,11.3,18.4,Yes,3.8,Yes
2015-08-11,Perth,10.1,18.3,3.8,2,7.1,SSW,30,SSE,SSW,9,13,66,53,1029,1028.3,6,5,13.9,17.4,Yes,0,No
2015-08-12,Perth,5.5,17.2,0,2.6,5.6,SSE,22,S,SE,6,11,86,62,1031.7,1028.6,6,3,11.9,16.7,No,0,No
2015-08-13,Perth,11.8,17.1,0,2,0.6,SW,15,SW,SW,2,7,69,76,1028,1025,7,7,15.2,16.7,No,0,No
2015-08-14,Perth,6.1,23.1,0,1.2,9.8,SSW,17,ENE,ENE,2,6,82,45,1025.1,1020.9,0,1,12.7,22.4,No,0,No
2015-08-15,Perth,7.9,27,0,4.6,9.9,NNE,26,NE,NE,13,11,54,23,1022,1019.4,0,1,17.6,26.6,No,0,No
2015-08-16,Perth,9.1,23.3,0,4.4,7.3,W,22,N,W,9,9,58,64,1021.7,1020.2,2,6,16.2,21.8,No,5.6,Yes
2015-08-17,Perth,15.4,20.6,5.6,0.8,1.7,NW,35,NE,N,4,9,96,79,1019,1015.5,7,7,16.7,18.6,Yes,5,Yes
2015-08-18,Perth,12.2,20.1,5,1.4,9.5,W,41,W,WNW,17,13,63,55,1017,1015.5,3,3,17.7,19.4,Yes,1,No
2015-08-19,Perth,13.3,20.2,1,3.8,5.8,WSW,50,WNW,NW,7,19,82,64,1013.7,1008.9,1,7,16.9,18.5,No,16.8,Yes
2015-08-20,Perth,11.5,18.4,16.8,4.4,8.9,SW,48,S,WSW,9,20,79,50,1013,1013.4,6,3,15.7,17.8,Yes,7,Yes
2015-08-21,Perth,9.7,16.2,7,1.6,3,WSW,41,N,W,7,15,97,64,1012.7,1010.4,7,5,13.4,15.6,Yes,29.6,Yes
2015-08-22,Perth,4.3,17.3,29.6,3.8,8,SSE,26,NE,SSW,7,13,99,60,1018.3,1019.4,6,7,8.6,16.8,Yes,0,No
2015-08-23,Perth,5.2,18.8,0,2.4,9.2,ENE,26,SE,SSE,7,11,76,49,1028.9,1026.7,1,3,11.4,16.9,No,0,No
2015-08-24,Perth,8.7,19,0,1.4,10.5,NE,31,ESE,E,13,11,74,44,1031,1027.6,1,2,12.7,18.5,No,0,No
2015-08-25,Perth,8.1,19.5,0,3.8,10.4,NE,28,NE,E,13,9,63,37,1027.7,1023.6,1,3,13.5,19.1,No,0,No
2015-08-26,Perth,7.9,21.3,0,4.2,5.7,ENE,31,NE,NNE,15,9,55,36,1021.9,1019,7,7,14.2,20.4,No,0,No
